Intel;i7 2600K;Sandy Bridge
Intel;i7 3770K;Ivy Bridge
Intel;i7 3820;Sandy Bridge E
Intel;Xeon E5-2609 (2x);Sandy Bridge EP
Intel;i7 4770K;Haswell
Intel;i7 5960X;Haswell E
Intel;i7 5930K;Haswell E
Intel;i7 6700K;Skylake
Intel;i9 7900X;Skylake
Intel;i7 7820X;Skylake
Intel;i7 8700K;Coffee Lake
Intel;i9 7960X;Skylake
Intel;Xeon Gold 6140;Skylake
AMD;A10 7850K;A-10
AMD;Threadripper 3970X;Zen2
